Suburb,Latitude,Longitude
Docklands,-37.80590446086481,145.09766317520865
Docklands,-37.8086406304954,145.10775043107319
Docklands,-37.808337558543926,145.1056804302443
Docklands,-37.80466353601251,145.09331812699637
Docklands,-37.79547637578181,145.09738544262567
Docklands,-37.80941667049183,145.09984751916113
Docklands,-37.805379769630505,145.10673207920684
Docklands,-37.80481143522388,145.09296682798126
Docklands,-37.81250481840829,145.10287726949673
Docklands,-37.80936376285623,145.10361983658373
Docklands,-37.79745636569868,145.1044237960928
Docklands,-37.80156904732941,145.11014319424865
Docklands,-37.80291589031551,145.101854705903
Docklands,-37.808080199370565,145.09739970991956
Docklands,-37.79903147677834,145.0989632402185
Docklands,-37.8016002025777,145.1052419869134
Docklands,-37.812384036772336,145.10897408447755
Docklands,-37.811983178210944,145.0976188203806
Docklands,-37.80160635204055,145.10892626771349
Docklands,-37.808928706601485,145.09413073657444
Docklands,-37.80857819372224,145.10279353852096
Docklands,-37.80493828625064,145.1119603136112
Docklands,-37.80435807401698,145.10959613143294
Docklands,-37.803410745362115,145.09334378716434
Docklands,-37.80613910905006,145.0952997196652
Docklands,-37.80590063789135,145.10854959495808
Docklands,-37.809501170314,145.10165003827092
Docklands,-37.797334253665014,145.1047667701094
Docklands,-37.80201523259975,145.10971987029143
Docklands,-37.79697309159825,145.09363878695171
Docklands,-37.7998682520109,145.10980512680777
Docklands,-37.802493507288865,145.09450462494826
Docklands,-37.811161406316586,145.1045570618255
Docklands,-37.801769518597894,145.10087807431339
Docklands,-37.81411013246215,145.0990801524543
Docklands,-37.80665580287832,145.10273589141866
Docklands,-37.80293769385938,145.0941937157401
Docklands,-37.801591964139355,145.09738435585078
Docklands,-37.80498081478858,145.1013125086622
Docklands,-37.81206828301808,145.1102819439428
Docklands,-37.79926140131581,145.09692402722365
Docklands,-37.79863801280285,145.0941891290469
Docklands,-37.8042775032163,145.10549851541623
Docklands,-37.80734942435202,145.0935961576695
Docklands,-37.79639697675947,145.09724571451375
Docklands,-37.80642298612029,145.1089297052523
Docklands,-37.7945396930317,145.11158449895612
Docklands,-37.80512034053191,145.09570090886712
Docklands,-37.79792493148498,145.09921034537888
Docklands,-37.808126495963634,145.09750942740388
Docklands,-37.810038047740846,145.09551605935178
Docklands,-37.795445950768375,145.10332324415614
Docklands,-37.809013736505335,145.10177409031374
Docklands,-37.8009485280492,145.09632501632316
Docklands,-37.79995882825097,145.09454144877992
Docklands,-37.79684883766716,145.11189725609168
Docklands,-37.8107623362588,145.0949157855869
Docklands,-37.80763471843819,145.1115506991391
Docklands,-37.80256911721603,145.10183878993092
Docklands,-37.80614325788964,145.1020312421562
Docklands,-37.81368572724581,145.10731190753808
Docklands,-37.79614143392126,145.10443873512563
Docklands,-37.805180947090086,145.10563839265194
Docklands,-37.799618939167004,145.108805213704
Docklands,-37.79506086232539,145.09444455151444
Docklands,-37.80078707335906,145.09740794596144
Docklands,-37.79697988006483,145.0993289807631
Docklands,-37.80363232974509,145.1029236762824
Docklands,-37.803488456216606,145.09258347558102
Docklands,-37.81096387727333,145.10285300629138
Docklands,-37.80547192687311,145.10755074282673
Docklands,-37.8086936586114,145.10820765836658
Southbank,-37.919081090394755,144.97696438016382
Southbank,-37.90771166181229,144.98232929601224
Southbank,-37.904325315498596,144.97461258864317
Southbank,-37.917552349137594,144.9874137122197
Southbank,-37.911001812618544,144.98314249784985
Southbank,-37.906357328324745,144.9773643729209
Southbank,-37.905825279144736,144.97528316795206
Southbank,-37.90674829128842,144.9771001875196
Southbank,-37.919348925280005,144.9769094284999
Southbank,-37.90627715127177,144.9886170236743
Southbank,-37.90546345253588,144.98805567890872
Southbank,-37.9083115827285,144.9837374871191
Southbank,-37.903038480446504,144.99212238237507
Southbank,-37.915346436001975,144.99219883239968
Southbank,-37.91547176702253,144.98558091563007
Southbank,-37.90116832339006,144.98945789050143
Southbank,-37.904801248430104,144.9767711709713
Southbank,-37.91970654410486,144.98714033285276
Southbank,-37.90970459382414,144.98967279637432
Southbank,-37.91420711079334,144.98485478713596
Southbank,-37.91463517021121,144.98886952157858
Southbank,-37.91663104679578,144.97962013925985
Southbank,-37.912432279704454,144.98241751975422
Southbank,-37.91744834812801,144.99249935509388
Southbank,-37.913873811055296,144.98344802536351
Southbank,-37.91953418024088,144.97933317059884
Southbank,-37.91541997699747,144.98195995657667
Southbank,-37.91949244582279,144.98326606503903
Southbank,-37.91222670903535,144.97982049022838
Southbank,-37.91625536460827,144.97848333940692
Southbank,-37.90792505014012,144.97803166116873
Southbank,-37.90205095651354,144.97804063905355
Southbank,-37.92073470835449,144.9827896221313
Southbank,-37.90371469632174,144.97745202951444
Southbank,-37.90791596423091,144.99029536473697
Southbank,-37.90165633984918,144.977202257112
Southbank,-37.92051997037191,144.98684179035223
Southbank,-37.91501644349831,144.98326703521644
Southbank,-37.90884051757184,144.98417201699579
Southbank,-37.91240025415665,144.98569442790355
Southbank,-37.91103294847699,144.98988264201776
Southbank,-37.91722725914657,144.98422579793024
Southbank,-37.920884917338526,144.98094808311998
Southbank,-37.90650447645579,144.98334645347794
Southbank,-37.90511757580397,144.9745631732888
Southbank,-37.9136572355422,144.9784963471934
Southbank,-37.9062599985004,144.97744349588257
Southbank,-37.91878563040959,144.9795994732616
Southbank,-37.91051811726668,144.99203161648148
Southbank,-37.92028646846634,144.9741900894967
Southbank,-37.906034890267556,144.99116071724242
Southbank,-37.92070392672357,144.9825583995585
Southbank,-37.91420254966757,144.9888498722107
Southbank,-37.904188498231804,144.97960855787676
Southbank,-37.91822585197283,144.9770422184544
Southbank,-37.90723913877698,144.98700289043305
Southbank,-37.915954672688535,144.98398011547314
Southbank,-37.90931386459454,144.99099241562985
Southbank,-37.9209165749698,144.9877318090521
Southbank,-37.91914273381055,144.99103454932143
Southbank,-37.913901795752544,144.9778760245314
Southbank,-37.9104997771742,144.97883795529737
Southbank,-37.91137998656612,144.9899612509509
Southbank,-37.91615548841315,144.97946688385346
Southbank,-37.916608632911206,144.98408125941953
Southbank,-37.90538701026704,144.99225589708436
Southbank,-37.9039854586103,144.9769801913046
Southbank,-37.907122761359396,144.97926954662384
Southbank,-37.91686302038421,144.98645770936517
Southbank,-37.915102063146044,144.9751606795321
Southbank,-37.916966780108,144.99209307414628
Southbank,-37.91719167351965,144.99400555333915
Fitzroy,-37.84066620508224,144.8485656443664
Fitzroy,-37.85191891796218,144.85743582027354
Fitzroy,-37.84603020604947,144.83925661665012
Fitzroy,-37.84646605880181,144.84660723932458
Fitzroy,-37.84677212309809,144.8458990616004
Fitzroy,-37.85609204600572,144.8512112727094
Fitzroy,-37.8406985007806,144.8535165519896
Fitzroy,-37.857691740706976,144.8417478297727
Fitzroy,-37.852621257379084,144.8424812760081
Fitzroy,-37.85958679696371,144.84980409067694
Fitzroy,-37.84299307441677,144.84698258687916
Fitzroy,-37.84702890972647,144.85413231058882
Fitzroy,-37.858260108567976,144.8496704548349
Fitzroy,-37.85748175923139,144.8410802519766
Fitzroy,-37.85620776759166,144.84887769770384
Fitzroy,-37.845634256230994,144.84519093066416
Fitzroy,-37.85026295043275,144.85284348131788
Fitzroy,-37.85443905007793,144.83924710420308
Fitzroy,-37.84465955790539,144.85486901264798
Fitzroy,-37.84979066781784,144.84678061307153
Fitzroy,-37.84267842049852,144.85370697666622
Fitzroy,-37.85135086096847,144.85507569938198
Fitzroy,-37.85878910548186,144.8532994058463
Fitzroy,-37.840964568997244,144.83946662078745
Fitzroy,-37.84468188941409,144.84111112639928
Carlton,-37.922618641134775,144.7414042126528
Carlton,-37.92602888399313,144.74413289672435
Carlton,-37.92495651156037,144.7507359690977
Carlton,-37.93788207139091,144.73468594467852
Carlton,-37.93694319627184,144.74941109723125
Carlton,-37.93250870616562,144.7461417412851
Carlton,-37.928221485263194,144.74977356122656
Carlton,-37.93351805113672,144.74205673067922
Carlton,-37.91882184922456,144.73330181541468
Carlton,-37.92749192038673,144.75115842804243
Carlton,-37.93630216890669,144.74345517166242
Carlton,-37.92415279172141,144.73652321930166
Carlton,-37.92957496408105,144.73655451921755
Carlton,-37.92841386681045,144.7510394979058
Carlton,-37.9337368980435,144.73861666384843
Carlton,-37.93110915551638,144.74676025656976
Carlton,-37.926423499462004,144.73849486038515
Carlton,-37.91946435298921,144.74290459651317
Carlton,-37.91920411410794,144.73856595267833
Carlton,-37.9184649216671,144.74319068153756
Carlton,-37.93159642931353,144.7386691297527
Carlton,-37.9361210764145,144.7431600223974
Hawthorn,-37.72035891441755,144.9276278238493
Hawthorn,-37.715217616207006,144.920712552363
Hawthorn,-37.717488622050276,144.91476595288466
Hawthorn,-37.7337396400776,144.91886960603458
Hawthorn,-37.72932688815833,144.91902627884355
Hawthorn,-37.729584213573595,144.92623928561224
Hawthorn,-37.72647869853754,144.91192298482397
Hawthorn,-37.730305326803936,144.9281009344027
Hawthorn,-37.73288552949162,144.91985756735508
Hawthorn,-37.72727357037635,144.92093031858604
Hawthorn,-37.72312172498842,144.9283983115048
Hawthorn,-37.733810018854534,144.91316328306397
Hawthorn,-37.714815935410634,144.9231978195033
Hawthorn,-37.72705801621168,144.9212557110848
Hawthorn,-37.71510375428416,144.92369189271264
Hawthorn,-37.73276730446054,144.9139367672765
Hawthorn,-37.72759390468077,144.9160962013507
Hawthorn,-37.71566111205991,144.92868156068548
Hawthorn,-37.72455130064695,144.9284953617261
Hawthorn,-37.715131828344326,144.9257741111263
Hawthorn,-37.72422857675679,144.92899442145264
Hawthorn,-37.72360389449538,144.9126071052415
Hawthorn,-37.73312752573758,144.93034062511524
Hawthorn,-37.72291269161393,144.92789512567433
Hawthorn,-37.71625330028283,144.92014655657454
Hawthorn,-37.72877825816737,144.91136860525648
Hawthorn,-37.72246429245957,144.92454548577672
Hawthorn,-37.72452029224216,144.92890233666577
Hawthorn,-37.730318230929385,144.92262660236725
Hawthorn,-37.721421040346954,144.92270038605812
Hawthorn,-37.73258665087823,144.9251405770664
Hawthorn,-37.7319592038101,144.91077247845632
Hawthorn,-37.72684570319751,144.91540125568193
Hawthorn,-37.72286762175932,144.92158005355213
Hawthorn,-37.719082751682734,144.92196445222658
Hawthorn,-37.721077526900615,144.91744116770136
Hawthorn,-37.72675578439555,144.91563779196136
Hawthorn,-37.71607838639996,144.910703369823
Hawthorn,-37.727453315731836,144.91312446506012
Hawthorn,-37.728107251728076,144.91552268544604
Hawthorn,-37.72647919618823,144.92373178257054
Hawthorn,-37.718766972937374,144.91644329871187
Hawthorn,-37.72295629653828,144.920294225394
Footscray,-37.91501385597411,144.97277735527456
Footscray,-37.913642416482304,144.9802847635411
Footscray,-37.91459095691842,144.98260770639368
Footscray,-37.90154423358986,144.98310174529013
Footscray,-37.91756450524626,144.97419895739614
Footscray,-37.91807687982224,144.9813202960071
Footscray,-37.90374498283934,144.9674351742619
Footscray,-37.90804592444662,144.98413896873214
Footscray,-37.90868915392221,144.9840846578474
Footscray,-37.91532693057753,144.97918154492953
Footscray,-37.9199455636439,144.9793045383002
Footscray,-37.9104541207258,144.98538936805045
Footscray,-37.91926764884584,144.97054147004374
Footscray,-37.90853415806121,144.97653771744518
Footscray,-37.91408733214813,144.9824317013337
Footscray,-37.919320579491625,144.9696030019805
Footscray,-37.91402623425365,144.97867656779562
Footscray,-37.91799671355232,144.97882756447348
Footscray,-37.91353838938481,144.97639636373637
Footscray,-37.90483190678175,144.98355154081094
Footscray,-37.91101374385133,144.96871253556967
Footscray,-37.920645448397686,144.97951062535577
Footscray,-37.90520884442499,144.98248500973372
Footscray,-37.904393324680406,144.97062823385647
Footscray,-37.91426948124379,144.97450879134007
Footscray,-37.91435167261428,144.97234678053047
Footscray,-37.90657769297819,144.9771830178598
Footscray,-37.91178879379414,144.96704175942932
Footscray,-37.91672932466463,144.97776659352934
Footscray,-37.90933566118899,144.97387986709637
Footscray,-37.90725394618403,144.98447009970903
Footscray,-37.902768668324875,144.97889239555033
Footscray,-37.90862352173585,144.97846727299387
Footscray,-37.908701670266176,144.98290429727837
Footscray,-37.92045740951175,144.97440922589595
Footscray,-37.90288172051026,144.98012254080453
Footscray,-37.91354193730937,144.9837350765246
Footscray,-37.91339915756316,144.97440828269146
Footscray,-37.900895644632115,144.98549876044294
Footscray,-37.916894443911815,144.9666385888433
Footscray,-37.92016578007494,144.97200200719283
Footscray,-37.91288162993515,144.97402513693498
Footscray,-37.91643920100799,144.98387528455785
Footscray,-37.92044865286628,144.98259000251852
Footscray,-37.91423815541529,144.97191527461592
Footscray,-37.90882747004706,144.97983453687797
Footscray,-37.9130501098275,144.98111914579704
Footscray,-37.91033277675479,144.9804620514835
Footscray,-37.912629607347746,144.98161707646787
Footscray,-37.901900298842534,144.9833879064578
Footscray,-37.91769403811919,144.97874088468217
Footscray,-37.90528204787156,144.9828352848428
Footscray,-37.90414177353664,144.9764099965178
Footscray,-37.90191990408591,144.96776592137797
Footscray,-37.90885311451214,144.97336624812613
Footscray,-37.91159039059467,144.98169030739388
Footscray,-37.90430531741174,144.97759634153314
Footscray,-37.91097072963105,144.97122765873172
Footscray,-37.916527746564576,144.9782170756341
Footscray,-37.90185347606999,144.9678954248934
Footscray,-37.90912478658624,144.98459325705252
Footscray,-37.90696859510174,144.9859667325514
Footscray,-37.90820234345156,144.97309930592547
Footscray,-37.90090978930197,144.98149354859729
Footscray,-37.9014000291318,144.98572358267668
Footscray,-37.9202552017252,144.98457864532855
Dandenong,-37.992949626739644,145.1462605941215
Dandenong,-37.997152056734656,145.1423425084358
Dandenong,-37.98852966756258,145.15663615971266
Dandenong,-37.994088676934346,145.1446484251646
Dandenong,-37.98819323860551,145.1504643854675
Dandenong,-37.99287188960783,145.15602722414818
Dandenong,-37.988800624572576,145.15697803635032
Dandenong,-37.992286882650255,145.15665012535203
Dandenong,-37.99047987145561,145.15163126374475
Dandenong,-37.99191185749789,145.13956602806354
Dandenong,-37.997360163166746,145.14616594899678
Dandenong,-37.97893635190112,145.1499976792996
Dandenong,-37.98790463050608,145.14851678045795
Dandenong,-37.99259059815208,145.1519076170351
Dandenong,-37.98649063877487,145.15607150629134
Dandenong,-37.99373094653383,145.15178345771895
Dandenong,-37.9834221657626,145.14230835773373
Dandenong,-37.97890329057209,145.13969160840134
Dandenong,-37.98615592498113,145.1572760506072
Dandenong,-37.9927833532295,145.14166784198392
Dandenong,-37.99347984857645,145.14600532934236
